status	attendeeId	mainBventId	pkey	tenantId	topOrgId	checkinCode	mainCheckinStatus	attendStatus	ticketId	orderId	orderNo	orderAttendeeId	orderPayWay	createdDate	orderStatus	fullName	gender	mobile	email	company	position	avatarFaceSyncStatus	idCardAuthStatus	dataSources	lastApprovalTime	attendMeetingsStatus	belongs	attendeeType	agenda	sku	attendeeOrganizations	latestUpdatedDate
6	88bf0000-978e-a23b-f53b-08db34b1c292	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50FVFOJDXWQ		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-f54a-08db34b1c292	2.30404E+18	88bf0000-978e-a23b-f54c-08db34b1c292	None	2023/4/4 10:10	Paid	°åmhdm		14153778772	14153778772@qq.com	mhdm¸«	mhdm	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	ca000000-50da-a2c1-6ce2-08db34b198d1	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50EL97JDHLD		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	ca000000-50da-a2c1-6e2b-08db34b198d1	2.30404E+18	ca000000-50da-a2c1-0680-08db34b19aed	None	2023/4/4 10:09	Paid	°åehfd		14167151800	14167151800@qq.com	ehfd¸«	ehfd	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-f555-08db34b1c292	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50FVFHJDXWB		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-f563-08db34b1c292	2.30404E+18	88bf0000-978e-a23b-f565-08db34b1c292	None	2023/4/4 10:10	Paid	°ånbgn		14107337924	14107337924@qq.com	nbgn¸«	nbgn	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	ca000000-50da-a2c1-06af-08db34b19aed	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50ENKCHETKS		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	ca000000-50da-a2c1-06d3-08db34b19aed	2.30404E+18	ca000000-50da-a2c1-06d5-08db34b19aed	None	2023/4/4 10:09	Paid	°åiikd		14105123885	14105123885@qq.com	iikd¸«	iikd	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-f56a-08db34b1c292	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50FVFBJDXWG		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-f578-08db34b1c292	2.30404E+18	88bf0000-978e-a23b-f57a-08db34b1c292	None	2023/4/4 10:10	Paid	°åfekk		14183827927	14183827927@qq.com	fekk¸«	fekk	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	ca000000-50da-a2c1-06f0-08db34b19aed	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50ENM6HETBQ		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	ca000000-50da-a2c1-071d-08db34b19aed	2.30404E+18	ca000000-50da-a2c1-071f-08db34b19aed	None	2023/4/4 10:09	Paid	°åbena		14181923343	14181923343@qq.com	bena¸«	bena	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-2c5c-08db34b1c686	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50FVFNJDXWT		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-2c8c-08db34b1c686	2.30404E+18	88bf0000-978e-a23b-2c8e-08db34b1c686	None	2023/4/4 10:10	Paid	°åeblj		14192635934	14192635934@qq.com	eblj¸«	eblj	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	a84c0000-351a-de7a-5faa-08db34b19cbf	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50EPSPHETHV		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	a84c0000-351a-de7a-5fdf-08db34b19cbf	2.30404E+18	a84c0000-351a-de7a-5fe2-08db34b19cbf	None	2023/4/4 10:09	Paid	°åmklg		14114415060	14114415060@qq.com	mklg¸«	mklg	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-2cba-08db34b1c686	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50G05SHEOYH		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-2cc9-08db34b1c686	2.30404E+18	88bf0000-978e-a23b-2ccb-08db34b1c686	None	2023/4/4 10:10	Paid	°åfiik		14186741016	14186741016@qq.com	fiik¸«	fiik	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	a84c0000-351a-de7a-8932-08db34b19b4f	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50EONFHETRR		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	a84c0000-351a-de7a-5f77-08db34b19cbf	2.30404E+18	a84c0000-351a-de7a-5f7a-08db34b19cbf	None	2023/4/4 10:09	Paid	°åmkig		14134566647	14134566647@qq.com	mkig¸«	mkig	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-2c92-08db34b1c686	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50G094HEOGG		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-2ca0-08db34b1c686	2.30404E+18	88bf0000-978e-a23b-2ca3-08db34b1c686	None	2023/4/4 10:10	Paid	°åafmb		14134635297	14134635297@qq.com	afmb¸«	afmb	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	a84c0000-351a-de7a-ef30-08db34b19dd8	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50ER8LHETJZ		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	a84c0000-351a-de7a-ef63-08db34b19dd8	2.30404E+18	a84c0000-351a-de7a-ef65-08db34b19dd8	None	2023/4/4 10:09	Paid	°åbbbm		14155958734	14155958734@qq.com	bbbm¸«	bbbm	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-2ccf-08db34b1c686	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50G05SHEOYL		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-2cdd-08db34b1c686	2.30404E+18	88bf0000-978e-a23b-2ce0-08db34b1c686	None	2023/4/4 10:10	Paid	°åniih		14191806013	14191806013@qq.com	niih¸«	niih	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	88bf0000-978e-a23b-ca43-08db34b19d33	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50EQG4HETNY		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-ca75-08db34b19d33	2.30404E+18	88bf0000-978e-a23b-ca77-08db34b19d33	None	2023/4/4 10:09	Paid	°ålehn		14116591051	14116591051@qq.com	lehn¸«	lehn	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
6	88bf0000-978e-a23b-2ce4-08db34b1c686	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50G072HEOGV		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00927E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-2cf2-08db34b1c686	2.30404E+18	88bf0000-978e-a23b-2cf4-08db34b1c686	None	2023/4/4 10:10	Paid	°åbjbd		14187333607	14187333607@qq.com	bjbd¸«	bjbd	None	NoneCertified	AdminAdd	2023/4/4 10:10	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:10
6	88bf0000-978e-a23b-cb49-08db34b19d33	07840000-6743-1eb8-90a8-08db34aec674	AP1GT50ESRMHEQEV		e5ae1676-b100-4e83-ad3f-a3455ca4cfe6	1.00926E+11	UnSignedIn	UnAttended	356a0000-696f-7e25-feef-08db34af38ef	88bf0000-978e-a23b-cb6d-08db34b19d33	2.30404E+18	88bf0000-978e-a23b-cb6f-08db34b19d33	None	2023/4/4 10:09	Paid	°ådkgd		14151666072	14151666072@qq.com	dkgd¸«	dkgd	None	NoneCertified	AdminAdd	2023/4/4 10:09	None	"[{""purchaseIntention"":[],""checkinStatus"":1,""bventId"":""07840000-6743-1eb8-90a8-08db34aec674"",""topOrgId"":""e5ae1676-b100-4e83-ad3f-a3455ca4cfe6"",""attendStatus"":""UnAttended"",""purchaseIntentionCates"":[],""supplyDemandOrdersCates"":[],""auditStatus"":6,""intentionOrderCates"":[],""payStatus"":6,""status"":6}]"	"[{""attendeeTypeName"":""è§ä¼"",""attendeeTypeId"":""07840000-6743-1eb8-7375-08db34af7536"",""rolesType"":1,""regPathId"":""07840000-6743-1eb8-7377-08db34af7536""}]"				2023/4/4 10:09
